age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
45,4,247464,11,9,0,1,1,2,0,0,0,40,39,1
22,7,132230,15,10,4,10,3,4,0,0,0,36,39,1
27,4,448843,11,9,2,4,0,4,1,0,0,40,39,1
24,4,32732,11,9,2,3,0,4,1,0,0,50,39,1
32,4,49324,11,9,2,7,0,4,1,0,0,41,39,1
53,4,177716,11,9,2,7,0,4,1,0,0,40,35,0
32,4,307764,11,9,2,6,0,4,1,0,0,29,39,1
43,7,52849,9,13,2,10,0,4,1,0,0,41,36,1
43,4,168120,15,10,2,13,0,4,1,15024,0,39,38,0
37,4,79635,15,10,2,12,0,4,1,0,0,39,35,1
52,4,104501,2,8,2,4,0,4,1,0,0,59,39,0
43,4,79315,15,10,2,12,0,4,1,0,0,42,39,1
45,5,56598,15,10,6,4,4,4,0,0,0,50,39,1
22,4,193190,11,9,4,8,3,2,0,0,0,40,39,1
37,1,44179,9,13,3,4,1,4,1,0,0,51,39,0
34,4,212437,11,9,2,3,0,4,1,0,0,31,39,1
67,4,253580,11,9,0,12,1,4,1,0,0,37,39,1
33,7,37068,12,14,2,10,0,4,1,0,0,60,3,1
44,4,174801,15,10,0,9,1,4,0,0,0,30,39,1
20,4,152169,15,10,4,8,1,4,1,0,0,26,39,1
58,4,195452,11,9,2,4,0,4,1,0,0,51,39,0
27,6,102470,11,9,4,3,3,4,1,0,0,51,39,1
46,4,139782,15,10,0,1,4,4,0,3070,0,41,39,1
19,2,43934,15,10,4,7,1,4,1,0,0,39,39,1
38,4,449542,15,10,2,3,0,4,1,0,0,46,39,0
43,4,167762,8,11,2,3,0,4,1,0,2000,39,39,0
38,4,259815,8,11,2,1,0,4,1,2251,0,44,39,1
53,4,191078,11,9,2,12,0,4,1,0,0,44,39,0
45,4,429761,0,6,2,14,0,4,1,0,0,46,39,0
44,1,101690,15,10,0,6,1,1,1,0,0,40,39,1
57,0,120783,10,16,3,0,4,1,1,0,0,23,22,1
43,4,22591,15,10,0,1,4,4,0,0,0,40,39,1
49,4,247295,11,9,2,3,0,4,1,0,0,45,39,0
43,5,175505,15,10,2,4,0,4,1,0,0,40,39,1
32,6,235271,9,13,0,12,1,4,1,0,0,50,39,0
27,4,40306,15,10,2,5,0,4,1,0,0,69,39,1
43,2,169007,15,10,6,4,1,4,0,0,0,40,39,1
55,4,254623,11,9,2,8,0,4,1,0,0,42,39,1
42,4,201512,15,10,2,3,0,4,1,0,0,47,39,1
38,4,209857,11,9,4,3,1,4,1,0,0,40,39,1
54,4,102435,11,9,0,12,1,4,0,0,0,40,39,1
32,4,198660,15,10,2,3,0,4,1,0,0,40,39,1
62,5,165613,9,13,2,4,0,4,1,0,0,35,39,1
56,0,208310,9,13,2,0,0,4,1,0,0,76,39,0
23,4,196983,11,9,4,12,3,4,1,0,0,32,39,1
36,6,172329,15,10,0,8,4,4,0,0,0,41,39,1
40,4,101281,11,9,0,1,1,4,0,0,0,36,39,1
53,2,240062,14,15,2,4,0,4,1,0,0,43,39,0
36,4,215303,1,7,0,6,2,4,1,0,0,39,39,1
33,4,35695,15,10,0,7,1,4,0,0,0,41,39,1
46,6,304236,15,10,2,12,0,4,1,0,0,40,39,1
42,4,38415,11,9,0,8,1,4,0,0,0,40,39,1
56,2,146267,10,16,2,10,0,4,1,0,2000,37,39,0
22,4,199915,15,10,4,8,3,4,0,0,0,39,39,1
35,4,182270,15,10,2,4,5,4,0,0,2000,40,39,0
43,2,183627,15,10,4,11,1,2,0,0,0,39,39,0
36,4,338033,15,10,0,12,4,4,0,0,0,40,39,1
56,4,21628,11,9,4,1,4,4,1,0,0,43,39,1
21,4,450439,15,10,4,8,3,4,1,0,0,32,39,1
41,7,145194,15,10,2,14,0,4,1,0,0,75,39,1
47,5,172806,7,12,2,10,0,4,1,15024,0,50,39,0
53,4,141388,1,7,2,3,0,4,1,0,0,41,39,1
48,4,247894,9,13,2,4,0,2,1,0,0,38,39,0
50,1,156430,11,9,2,1,0,2,1,0,0,46,39,0
56,6,352665,8,11,2,5,0,4,1,0,0,48,39,1
51,4,146767,9,13,2,10,0,4,1,0,0,40,39,0
37,4,355857,9,13,2,3,0,1,1,0,0,40,2,0
43,5,83359,11,9,2,3,0,4,1,0,0,57,39,1
76,4,216080,4,3,2,8,0,4,1,0,0,33,39,1
49,1,181688,15,10,0,4,1,4,0,0,0,47,39,1
58,5,74242,11,9,6,4,1,4,1,0,0,76,39,0
44,4,36267,9,13,2,3,0,4,1,0,0,40,39,1
22,4,227926,11,9,4,3,4,4,0,0,0,38,39,1
32,4,72684,9,13,4,4,1,4,1,9443,0,38,39,0
30,4,298848,11,9,0,1,3,4,0,0,0,32,39,1
45,4,232784,15,10,4,1,1,4,0,0,0,33,39,1
47,4,146554,12,14,2,4,0,4,1,0,0,46,39,0
42,4,179553,15,10,0,13,1,4,0,0,0,40,37,1
41,4,173980,11,9,2,8,0,4,1,0,0,40,0,1
26,6,200682,11,9,2,4,0,4,1,0,0,40,28,1
43,4,156220,15,10,0,1,4,4,0,0,0,38,39,1
41,4,170061,12,14,2,10,0,4,1,0,0,42,39,1
22,4,130501,0,6,4,3,1,4,1,0,0,43,39,1
43,4,216497,9,13,0,1,4,4,0,0,0,40,11,1
41,4,112495,15,10,2,3,0,4,1,0,0,40,39,1
50,6,194206,12,14,2,10,5,4,0,13723,0,54,7,0
20,4,108871,15,10,4,1,3,4,0,0,0,26,39,1
75,0,222789,9,13,6,0,1,4,0,0,0,6,39,1
58,4,109452,15,10,5,12,4,4,0,0,2000,35,37,1
18,4,218166,15,10,4,12,3,4,0,0,0,25,39,1
35,4,261470,9,13,4,12,3,4,1,0,0,47,36,1
42,4,147362,11,9,2,1,0,4,1,0,0,46,32,1
26,4,182853,11,9,0,8,4,4,1,0,0,40,39,1
64,4,160435,1,7,6,8,1,4,0,0,0,39,39,1
51,4,144290,9,13,2,10,0,4,1,0,0,40,39,0
50,4,98343,1,7,2,7,0,4,1,0,0,42,39,1
39,4,272342,11,9,2,1,5,4,0,0,0,26,39,1
42,6,315914,12,14,4,4,1,4,0,0,1000,40,39,1
49,4,159328,11,9,2,4,5,1,0,0,0,42,15,0
57,6,321444,11,9,2,5,0,4,1,0,0,22,39,1
28,4,152960,11,9,0,6,1,4,1,0,0,39,39,1
34,4,107706,1,7,4,14,2,4,1,0,0,30,21,1
30,1,23961,15,10,0,4,1,0,1,0,0,35,39,1
36,4,248531,15,10,2,3,0,4,1,0,0,50,39,1
59,4,139342,15,10,2,1,5,4,0,0,0,40,39,0
24,4,224941,15,10,4,7,3,4,1,0,0,28,39,1
38,4,208458,11,9,4,3,1,4,1,0,0,40,39,1
25,4,294417,5,4,2,3,0,4,1,0,0,56,39,1
20,4,229429,15,10,4,10,3,4,1,0,0,12,39,1
45,4,120755,12,14,2,4,0,4,1,4454,0,41,39,1
21,4,376683,11,9,4,12,3,2,0,0,0,36,39,1
19,4,94025,15,10,4,8,3,4,1,0,0,22,39,1
18,4,175460,11,9,4,8,3,4,0,0,0,22,39,1
18,4,423025,11,9,4,8,1,4,1,0,0,20,39,1
51,4,125880,9,13,2,13,0,4,1,0,0,40,39,0
46,4,242528,15,10,0,7,1,2,0,0,1000,41,39,1
27,4,261494,11,9,4,12,3,4,1,0,0,38,39,1
57,4,353026,11,9,2,14,0,4,1,0,0,55,39,1
53,6,155966,11,9,2,5,0,4,1,0,0,56,39,1
46,1,187606,9,13,2,1,0,4,1,0,0,47,39,0
36,4,383352,9,13,2,4,0,4,1,15024,0,54,11,0
55,4,165000,11,9,4,8,3,2,0,0,0,41,39,1
28,7,80729,12,14,4,10,1,4,0,0,0,40,39,1
25,4,211591,11,9,0,3,1,4,1,0,0,40,39,1
33,6,206774,0,6,4,14,1,4,1,0,2000,53,39,1
33,4,112147,11,9,2,12,0,4,1,0,0,34,39,1
44,4,163177,1,7,2,7,0,4,1,4291,0,39,39,0
55,4,343594,11,9,2,8,0,4,1,0,0,33,30,1
23,4,335471,11,9,4,1,1,4,0,0,0,51,39,1
37,4,361616,11,9,4,1,1,4,0,0,0,40,39,1
32,4,123833,6,5,4,7,1,4,1,0,0,46,39,1
33,4,77325,11,9,4,8,1,4,0,0,0,33,39,1
26,4,49091,11,9,2,14,0,4,1,0,0,48,39,1
38,0,75024,5,4,0,0,1,4,0,0,0,40,39,1
36,4,97491,9,13,2,12,0,4,1,0,0,47,35,0
43,4,209413,9,13,2,12,0,4,1,0,0,44,39,0
38,4,189092,8,11,2,3,0,4,1,0,0,43,39,1
26,4,492495,0,6,5,7,3,4,1,0,0,37,30,1
35,4,230265,6,5,5,3,1,4,1,0,0,40,1,1
40,6,201525,9,13,2,12,0,4,1,0,0,53,39,1
65,1,145330,11,9,0,1,1,4,0,25167,0,29,39,0
38,6,165853,15,10,4,3,3,4,1,0,0,40,39,1
49,4,93161,11,9,0,14,3,4,1,375,0,51,39,1
25,4,253582,15,10,4,1,1,4,0,0,0,42,39,1
32,4,177408,11,9,2,7,0,4,1,0,0,40,39,0
28,4,185363,4,3,4,6,1,4,1,0,0,42,29,1
39,4,29835,11,9,2,3,0,4,1,0,0,45,39,1
50,5,36954,11,9,4,5,1,4,1,0,0,45,39,1
42,2,178992,9,13,0,10,4,4,0,0,0,36,39,1
36,4,179570,11,9,2,14,0,4,1,0,0,39,39,1
44,4,155996,9,13,2,4,0,4,1,0,0,40,39,0
33,4,249023,1,7,2,1,0,4,1,0,0,46,39,0
46,7,187576,8,11,2,11,0,4,1,0,0,40,39,1
21,7,68357,15,10,4,1,3,4,0,0,0,10,36,1
23,4,329480,6,5,4,9,3,4,1,0,0,39,32,1
42,4,158340,12,14,2,4,0,4,1,0,0,58,39,0
37,4,241970,1,7,2,3,0,4,1,0,0,49,39,1
49,4,289552,9,13,2,3,0,4,1,0,0,48,26,0
63,6,160115,11,9,2,3,0,4,1,2579,0,33,26,1
37,4,177860,15,10,4,4,1,4,1,2174,0,39,38,1
58,2,116613,12,14,2,10,0,4,1,0,0,34,35,1
41,4,325019,9,13,2,4,0,4,1,15024,0,43,39,0
34,4,441434,11,9,4,12,1,4,0,0,0,24,39,1
50,4,182217,6,5,2,6,0,4,1,0,0,45,39,1
61,4,279066,9,13,6,10,1,4,0,0,0,30,39,1
33,4,415570,15,10,2,3,0,4,1,0,0,37,39,0
45,4,130830,11,9,2,4,5,4,0,0,0,40,39,1
26,6,404020,0,6,2,5,0,4,1,0,0,46,35,0
19,4,415367,0,6,0,8,1,4,0,0,0,40,39,1
56,1,312406,8,11,0,5,1,4,0,0,0,38,39,1
32,4,77144,9,13,4,4,3,2,1,0,0,42,23,1
23,4,120183,9,13,4,4,1,4,1,0,0,38,39,1
34,4,282654,11,9,4,1,3,4,0,0,0,43,39,1
33,4,194486,11,9,4,3,1,4,0,0,0,44,39,1
21,4,158338,15,10,4,13,3,4,0,0,0,40,3,1
45,4,192698,11,9,2,3,0,4,1,0,0,44,4,1
29,4,47294,15,10,4,8,1,4,0,0,0,63,39,1
31,4,84120,15,10,2,3,0,4,1,0,2000,39,39,1
57,2,239382,4,3,0,8,2,2,0,0,0,40,19,1
55,4,169614,11,9,2,1,5,4,0,0,0,40,33,1
37,2,31023,15,10,2,8,0,4,1,0,0,45,39,1
42,4,216584,11,9,6,7,4,3,1,0,0,40,14,1
18,2,152171,1,7,4,11,3,4,1,0,0,10,39,1
28,4,200733,11,9,2,3,0,4,1,0,0,44,39,1
58,4,70720,11,9,2,8,0,4,1,0,0,68,39,1
56,4,195446,11,9,2,4,0,4,1,0,0,54,39,0
32,4,174789,11,9,2,3,0,4,1,0,0,40,39,1
26,4,247025,11,9,2,14,0,4,1,0,0,56,39,1
27,4,248450,15,10,4,1,3,4,0,0,0,40,39,1
25,2,461757,0,6,4,8,1,4,1,0,0,40,35,1
27,6,121301,11,9,4,3,3,4,1,0,0,40,39,1
52,4,100978,6,5,2,6,0,4,1,0,0,40,39,1
21,4,173593,11,9,4,12,3,2,0,0,0,25,39,1
48,0,174210,11,9,6,0,1,4,0,0,0,63,39,1
32,4,213886,15,10,0,7,4,4,1,0,0,45,39,1
44,5,117324,9,13,2,12,0,4,1,15024,0,59,39,0
53,4,128364,15,10,6,10,1,4,1,0,0,47,39,1
25,4,113632,9,13,4,8,1,4,1,0,0,38,39,1
20,0,197043,0,6,4,0,3,2,1,0,0,41,39,1
59,6,154475,11,9,4,5,4,4,1,0,0,42,39,1
43,6,207578,10,16,2,10,0,4,1,0,0,42,39,0
29,4,146019,11,9,0,3,1,4,1,0,0,50,39,1
52,5,96842,11,9,2,4,0,4,1,0,0,67,39,0
41,4,66459,11,9,0,7,3,4,1,0,0,40,39,1
20,4,242722,1,7,4,12,3,4,1,0,0,18,39,1
32,4,259836,11,9,2,3,0,4,1,0,0,52,39,1
22,4,95653,1,7,4,14,3,1,1,0,0,40,31,1
41,5,196511,9,13,4,10,1,4,1,0,0,41,39,1
49,4,149210,11,9,2,14,0,2,1,0,0,42,39,1
25,4,496721,7,12,4,12,3,4,0,0,0,37,39,1
30,6,202532,15,10,2,3,0,4,1,2588,0,40,39,1
41,2,227645,15,10,2,3,0,4,1,0,0,40,39,1
27,4,314542,9,13,4,10,1,4,1,0,0,40,39,1
61,4,270056,11,9,0,1,1,1,0,0,0,40,24,1
37,4,182155,9,13,4,10,1,2,1,0,0,28,39,1
25,4,269050,11,9,4,1,1,4,0,0,0,38,39,1
20,0,250010,15,10,4,0,3,4,0,0,0,15,13,1
40,4,213849,11,9,0,12,1,4,0,0,0,40,39,1
59,4,190133,15,10,2,3,0,4,1,0,2000,50,39,0
26,4,85075,15,10,4,8,3,4,0,0,0,38,39,1
41,4,239368,11,9,0,5,1,4,1,0,0,47,39,1
45,6,22935,5,4,2,5,0,4,1,0,0,31,39,1
22,4,100345,11,9,4,6,3,4,1,0,0,36,39,1
43,4,164024,11,9,2,12,0,4,1,0,0,35,39,1
39,4,118570,12,14,4,4,1,4,0,0,0,42,39,0
42,5,214483,11,9,2,4,0,4,1,0,2000,45,39,0
33,4,205867,11,9,2,6,5,2,0,0,2000,40,39,1
46,4,128053,11,9,2,8,0,4,1,0,0,44,39,1
32,4,48837,11,9,4,3,1,4,1,0,0,43,39,1
26,4,119649,15,10,4,12,4,4,0,0,0,36,39,1
31,4,335493,9,13,4,12,1,4,0,0,2000,48,39,1
42,4,195440,1,7,2,14,0,4,1,0,0,45,39,0
44,4,128839,11,9,2,3,0,4,1,0,0,40,39,0
54,5,174882,11,9,2,12,0,4,1,0,0,53,39,0
51,4,84836,11,9,2,7,0,4,1,0,0,45,39,0
55,7,341597,15,10,0,1,1,4,0,0,0,40,39,1
54,6,770205,7,12,0,10,4,4,1,1142,0,40,39,1
45,4,97216,11,9,4,5,1,4,1,0,0,28,39,1
21,4,73223,11,9,4,1,3,4,0,0,0,31,28,1
41,4,53433,0,6,4,8,4,4,1,0,0,40,39,1
45,4,201772,11,9,2,3,0,4,1,0,0,44,39,1
20,4,219835,15,10,4,12,3,4,1,0,0,30,15,1
42,4,163987,11,9,5,14,1,4,1,0,0,27,39,1
39,4,325544,11,9,4,4,3,4,1,0,0,56,7,1
41,4,149321,12,14,2,10,0,4,1,0,0,48,39,0
46,7,192323,11,9,0,4,1,4,1,0,0,40,39,1
34,4,146075,15,10,4,1,1,4,0,0,0,38,39,1
39,6,248914,11,9,2,14,0,4,1,0,0,51,39,1
44,4,247045,15,10,2,4,0,4,1,0,0,42,39,1
25,4,164502,15,10,4,6,3,4,1,0,0,40,39,1
35,4,176895,8,11,0,3,1,4,1,0,0,40,39,1
36,4,164894,11,9,2,4,0,4,1,0,0,40,39,1
27,4,145417,15,10,4,7,1,4,0,0,0,26,39,1
61,5,272518,11,9,2,3,0,4,1,0,0,41,39,0
44,6,433029,11,9,2,3,0,4,1,6786,0,85,39,0
42,4,238365,4,3,2,5,0,4,1,0,0,40,30,1
21,4,103277,15,10,4,1,3,4,0,0,0,26,39,1
32,4,131425,9,13,2,7,0,4,1,0,0,48,39,1
22,4,91189,15,10,2,13,0,4,1,0,0,50,39,1
51,2,140477,12,14,2,10,0,4,1,0,0,40,39,0
56,4,216852,12,14,2,12,0,4,1,0,0,46,34,1
50,4,108258,0,6,4,3,2,4,1,0,0,34,39,1
35,4,66308,11,9,2,3,0,4,1,0,0,31,39,1
25,7,51987,15,10,4,8,3,4,0,0,0,15,39,1
25,4,98155,15,10,4,10,3,4,1,0,0,40,39,1
28,4,179507,11,9,5,4,4,4,0,0,0,47,30,1
19,0,145987,15,10,4,0,3,4,1,0,0,45,39,1
21,4,309343,15,10,4,8,1,4,0,0,0,19,39,1
35,4,146833,10,16,2,10,0,4,1,0,0,56,39,0
59,4,95674,11,9,2,4,0,1,1,0,0,46,39,0
25,4,42418,9,13,4,4,1,4,1,0,0,54,39,1
39,4,48571,15,10,2,3,0,4,1,0,0,55,39,1
25,6,37911,11,9,4,5,3,4,1,0,0,53,39,1
70,4,130424,9,13,6,4,1,4,0,1272,0,21,39,1
45,4,200467,11,9,2,14,0,4,1,0,0,43,39,1
61,6,71459,9,13,2,3,0,4,1,0,0,53,39,0
20,4,197997,11,9,4,5,3,4,1,0,0,40,39,1
30,4,305310,1,7,2,7,0,4,1,0,0,44,39,1
43,4,212092,1,7,2,3,0,2,1,0,0,40,39,1
69,4,272741,15,10,4,8,3,4,1,0,0,24,39,1
50,4,184406,9,13,0,4,4,4,0,4834,0,43,39,0
40,4,288700,11,9,2,3,0,4,1,0,0,40,39,1
50,4,209814,11,9,4,3,1,4,1,0,0,40,39,1
29,4,211159,15,10,2,3,0,4,1,2489,0,54,34,1
48,7,224475,15,10,0,4,1,4,0,0,0,40,39,1
32,4,262085,9,13,2,12,0,4,1,0,0,52,37,1
35,0,123519,15,10,4,0,1,1,0,0,0,40,39,1
53,0,155231,2,8,2,0,5,4,0,93,0,39,23,1
43,4,67415,11,9,0,1,4,4,0,0,0,40,39,1
21,4,151822,15,10,4,12,3,4,1,0,0,40,39,1
58,4,156028,7,12,2,7,0,2,1,0,2000,40,39,0
17,4,186667,1,7,4,6,3,4,1,0,0,12,39,1
49,4,133237,6,5,2,7,0,4,1,0,2000,37,39,1
49,4,148966,11,9,2,3,0,4,1,0,0,41,39,1
72,4,187469,11,9,2,11,0,4,1,0,0,33,39,0
33,4,258602,9,13,4,8,1,4,0,0,0,48,39,1
37,4,185362,11,9,2,12,0,4,1,0,0,58,39,1
40,6,159898,10,16,2,3,0,4,1,0,0,45,39,1
24,4,149457,15,10,4,1,4,4,0,0,0,40,39,1
40,4,203751,9,13,2,10,0,4,1,0,0,44,39,0
30,7,184728,11,9,2,3,0,4,1,0,2000,34,39,0
19,4,292585,11,9,4,8,3,4,0,0,0,28,39,1
57,4,147173,14,15,2,10,0,4,1,15024,0,59,39,0
28,4,188424,11,9,0,5,1,4,1,0,0,41,39,1
77,4,182964,11,9,6,8,1,2,0,2970,0,40,39,1
26,4,91335,8,11,2,4,0,4,1,0,0,75,39,1
39,4,186586,15,10,2,10,0,4,1,0,0,44,39,1
34,4,117379,9,13,0,12,1,4,1,0,0,39,39,1
33,0,317215,15,10,2,0,5,4,0,0,0,22,39,0
37,4,147611,15,10,0,1,4,2,0,0,0,38,39,1
31,4,326864,15,10,0,3,3,2,1,0,0,40,39,1
37,4,179641,11,9,2,11,0,4,1,0,0,45,39,1
38,4,119590,8,11,2,7,0,4,1,0,2000,52,39,1
35,4,69251,15,10,2,8,0,1,1,0,0,40,30,1
42,6,134461,11,9,2,5,0,4,1,0,0,93,39,1
51,4,154393,12,14,2,10,0,4,1,7688,0,44,39,0
45,6,201080,12,14,2,12,0,4,1,0,0,43,39,0
32,4,162058,15,10,0,8,4,4,0,0,0,34,39,1
24,4,210785,9,13,4,9,1,4,0,0,0,40,18,1
45,4,352613,11,9,2,10,0,4,1,4954,0,40,14,0
39,4,40175,11,9,2,3,0,4,1,0,0,40,39,0
34,4,178540,11,9,4,14,1,4,1,0,2000,40,39,1
35,2,242126,8,11,2,13,0,4,1,0,0,48,39,1
54,6,198172,14,15,2,10,0,4,1,0,0,45,39,0
45,7,261630,9,13,4,4,1,2,0,0,0,40,33,1
26,4,60737,15,10,2,3,0,2,1,0,0,46,39,1
30,4,538266,15,10,5,13,4,2,0,0,0,40,37,1
38,6,272170,6,5,2,3,0,4,1,0,0,38,39,1
46,4,44576,11,9,6,5,4,4,1,0,0,52,39,1
27,4,255523,11,9,2,8,0,2,1,0,0,29,39,1
65,4,47284,10,16,2,10,0,4,1,732,0,61,39,0
34,4,334288,9,13,2,4,0,4,1,0,0,45,39,1
39,5,188402,1,7,2,4,0,4,1,15024,0,28,39,0
36,4,294232,11,9,4,8,3,4,0,0,0,37,39,1
44,4,200734,11,9,5,8,1,2,0,0,0,41,39,1
29,4,196234,9,13,4,10,1,4,0,0,0,40,39,1
23,4,242693,9,13,4,12,3,4,0,0,0,18,39,1
37,4,86484,9,13,2,4,0,4,1,0,0,44,37,0
48,2,383384,11,9,2,3,0,4,1,0,0,58,39,1
51,4,355752,9,13,2,10,0,1,1,0,0,36,23,0
57,4,162291,9,13,2,10,0,4,1,0,0,27,39,0
37,4,131609,15,10,2,7,0,4,1,0,0,40,39,1
23,4,384809,11,9,4,3,3,4,1,3381,0,42,39,1
35,5,200255,11,9,4,4,1,4,1,0,0,52,32,1
47,7,178661,9,13,2,10,0,4,1,0,0,42,39,0
37,4,161141,8,11,2,3,0,4,1,0,0,44,35,0
41,6,192224,15,10,2,3,0,4,1,0,2000,29,39,0
55,2,311427,12,14,2,10,0,2,1,6555,0,31,39,0
54,4,375868,12,14,2,1,0,4,1,0,0,40,38,1
26,4,38072,9,13,4,12,1,4,1,0,0,44,39,1
26,2,23477,11,9,4,10,1,4,0,0,0,46,39,1
45,4,117882,11,9,2,3,0,4,1,0,0,40,39,0
24,1,55628,11,9,4,6,1,0,1,0,0,40,39,1
31,4,162572,9,13,2,4,0,4,1,0,0,48,39,1
23,4,51261,11,9,4,8,3,4,1,0,0,38,39,1
20,6,105997,15,10,4,12,1,4,0,0,0,25,39,1
43,2,177943,10,16,2,10,0,4,1,0,0,37,39,0
62,5,182555,15,10,2,4,0,4,1,19160,0,25,39,0
49,6,156872,15,10,2,12,0,0,1,0,0,40,39,1
52,4,272659,9,13,2,13,0,4,1,0,0,54,39,0
43,4,243706,9,13,2,4,0,4,1,0,0,57,39,0
41,4,72338,12,14,2,13,0,1,1,0,0,40,35,0
54,4,253717,11,9,4,4,1,4,1,0,0,12,39,1
65,4,187461,11,9,2,14,0,4,1,0,0,22,39,1
38,6,129300,11,9,2,8,0,4,1,0,0,43,39,1
39,4,86525,8,11,2,4,0,4,1,0,2000,48,39,0
26,4,363161,11,9,4,8,4,2,1,0,0,29,39,1
41,1,207028,11,9,2,4,0,4,1,0,0,41,39,0
22,4,186396,11,9,4,4,1,4,1,0,0,45,39,1
48,4,186340,0,6,2,7,0,4,1,0,0,40,39,1
24,4,194869,11,9,4,5,3,4,1,0,0,40,38,1
20,4,418242,15,10,4,4,1,2,1,0,0,42,34,1
27,0,222021,11,9,4,0,2,4,0,0,0,40,28,1
27,4,427797,11,9,4,1,3,4,1,0,0,40,39,1
37,4,314890,15,10,4,8,1,4,1,0,0,46,39,1
31,4,307030,9,13,2,10,0,4,1,0,0,46,39,1
46,4,188388,11,9,2,3,0,4,1,0,0,34,39,1
27,4,356557,15,10,2,4,0,4,1,0,0,50,39,1
43,7,144128,9,13,0,10,1,4,0,0,0,44,39,1
30,4,55686,11,9,4,3,1,4,1,0,0,40,39,1
32,4,207691,11,9,4,8,4,2,0,0,0,34,39,1
19,4,129376,1,7,4,12,2,4,0,0,0,32,39,1
62,4,159716,15,10,2,3,0,4,1,0,0,22,39,1
20,4,410523,11,9,4,1,1,4,0,0,0,40,39,1
19,0,116818,15,10,4,0,1,4,0,0,0,26,27,1
22,4,100243,11,9,4,6,3,4,1,0,0,41,39,1
26,4,136226,11,9,4,3,3,4,1,0,0,40,39,1
60,4,115018,15,10,2,10,0,4,1,0,0,50,39,0
29,4,170282,11,9,6,4,4,4,1,0,0,39,39,1
41,7,160394,9,13,2,10,0,4,1,0,0,52,39,0
39,4,411258,0,6,0,7,1,2,1,0,0,40,39,1
47,4,498334,7,12,2,14,0,4,1,0,0,49,39,1
53,2,186888,15,10,2,14,0,2,1,0,0,31,39,1
37,4,205655,15,10,2,1,5,4,0,15024,0,44,39,0
41,6,246754,9,13,0,12,1,4,0,27828,0,56,39,0
45,4,132864,9,13,4,12,1,4,0,0,0,47,39,1
34,4,174183,11,9,2,6,0,4,1,0,0,39,39,0
48,1,102771,10,16,2,10,0,4,1,0,0,43,39,0
42,4,245564,9,13,4,10,3,4,0,0,0,13,10,1
51,4,267677,9,13,2,3,0,4,1,0,0,41,39,1
25,4,416575,11,9,2,7,0,2,1,0,0,43,39,1
42,4,144057,8,11,2,3,0,0,1,0,0,40,39,0
31,4,352462,15,10,2,4,0,4,1,15024,0,50,39,0
38,0,264755,15,10,2,0,0,2,1,0,0,40,16,1
26,4,123431,11,9,4,8,3,4,0,0,0,31,39,1
57,6,197031,11,9,2,3,0,4,1,0,0,33,39,1
27,4,211248,0,6,4,3,1,4,1,0,0,44,34,1
38,4,94032,11,9,0,6,3,4,1,0,0,40,39,1
42,2,204387,15,10,4,8,3,4,0,0,0,20,39,1
49,4,149787,11,9,2,7,0,4,1,0,0,38,39,1
28,4,101173,11,9,0,4,1,4,0,0,0,41,39,1
38,1,184994,15,10,0,1,1,4,1,0,0,41,39,0
34,4,111785,12,14,4,1,3,4,0,0,0,37,39,1
44,2,344176,7,12,2,11,0,4,1,0,0,48,39,0
46,2,204603,11,9,6,1,4,4,0,0,0,40,39,1
39,4,208914,15,10,4,7,1,4,1,0,0,37,39,1
46,4,206959,15,10,2,12,0,4,1,0,0,40,39,0
23,4,183008,15,10,4,8,3,2,0,0,0,18,22,1
53,7,264530,12,14,2,10,5,4,0,0,0,15,39,0
34,4,193558,11,9,2,7,0,4,1,0,0,40,39,1
42,4,89392,12,14,0,10,1,4,1,0,0,43,39,1
41,4,167392,11,9,2,8,0,4,1,0,0,40,19,1
40,5,177784,11,9,0,12,4,4,1,0,0,50,39,0
69,0,149060,11,9,6,0,1,4,0,2974,0,13,39,1
25,4,164208,11,9,4,6,3,4,1,0,0,43,39,1
41,4,150456,15,10,5,3,1,4,1,0,2000,50,39,1
45,4,183598,11,9,0,1,1,4,0,0,0,40,39,1
50,7,271170,9,13,2,10,0,4,1,0,2000,47,39,0
33,4,248754,1,7,4,7,1,4,1,0,0,40,39,1
37,4,172800,6,5,2,8,0,4,1,0,0,50,32,1
26,1,406996,11,9,4,1,2,4,0,0,0,40,39,1
49,4,195727,9,13,2,4,0,4,1,0,0,40,39,1
57,4,95509,11,9,2,14,0,4,1,0,0,41,39,1
46,4,369445,15,10,2,3,0,2,1,0,0,32,39,0
18,4,415517,1,7,4,3,3,4,1,0,0,20,39,1
46,0,280030,4,3,2,0,0,4,1,0,0,45,31,1
52,4,190245,11,9,2,5,0,4,1,0,0,51,39,0
43,4,217643,15,10,2,6,0,4,1,0,0,40,11,0
50,4,178937,12,14,2,10,0,4,1,0,0,50,39,0
58,7,261584,9,13,4,4,1,2,0,0,0,40,33,1
39,4,301227,4,3,5,9,4,3,0,0,0,36,28,1
23,4,89683,2,8,4,8,3,4,0,0,0,32,39,1
40,4,294275,6,5,2,14,0,4,1,0,0,35,39,1
48,7,255440,12,14,2,10,0,1,1,0,0,48,20,0
45,4,201102,15,10,2,12,0,4,1,0,0,58,39,0
27,2,331024,9,13,4,11,3,2,1,0,0,45,39,1
46,4,207775,11,9,0,13,4,4,1,0,0,40,39,1
